Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church,Undecided
55,1,1,1,2,246,20,1,0
54,1,1,1,6,84,16,1,1
51,1,1,0,1,71,20,0,1
40,1,1,1,6,205,15,0,0
76,1,1,0,4,14,20,0,1
44,1,1,0,1,170,9,0,0
36,1,0,1,2,104,15,0,1
43,1,1,0,1,55,18,0,1
52,1,1,0,1,98,20,1,0
43,1,0,1,5,51,15,0,1
55,1,1,0,1,84,20,0,1
60,1,0,1,2,92.5,8,0,0
42,0,1,1,3,130,12,1,0
52,1,1,1,2,113,15,1,1
50,1,1,1,5,39,20,0,1
37,1,1,1,4,99,15,0,1
46,1,1,1,6,175,15,0,0
39,0,1,1,4,47,18,1,0
56,1,1,0,1,58,13,1,1
43,1,1,0,1,85,18,0,1
55,1,1,1,7,304,13,1,0
48,1,1,0,2,50,8,0,0
55,1,0,1,2,33,10,0,0
75,0,1,1,2,179,20,1,0
39,0,0,1,3,382,18,1,0
44,1,1,1,3,125,18,0,1
48,1,0,1,7,116,15,1,1
41,1,1,0,3,20,18,0,1
51,1,0,1,3,95,16,1,1
60,1,1,0,1,151,20,1,0
42,1,1,0,1,164,18,1,0
57,1,1,0,1,145.5,13,0,1
41,1,1,1,6,191,20,0,1
56,1,0,1,3,21,20,1,0
43,1,1,1,5,40.5,8,1,0
44,1,0,1,6,69,15,0,1
36,1,1,1,3,21,8,1,0
47,1,1,1,5,58,18,0,1
38,1,1,1,5,65.5,18,0,1
38,1,1,1,6,156,15,0,1
70,1,1,1,2,58,16,1,1
46,1,1,1,3,57,12,1,0
61,1,0,1,4,70,16,1,1
41,1,0,1,2,221,15,0,0
44,1,1,1,5,104,20,0,1
42,1,1,1,6,14,20,0,1
49,1,1,1,5,461,15,0,0
42,1,0,1,7,466,20,1,0
35,1,1,1,5,75,18,1,0
48,0,1,0,2,66,8,0,0
37,1,1,1,3,253,18,0,0
50,1,1,1,6,256,8,0,0
51,0,0,1,5,205,20,0,0
38,1,1,1,3,105,18,1,0
35,1,1,1,4,87,15,1,1
49,1,1,1,4,170,15,1,1
51,1,1,1,4,265,13,0,0
34,1,0,1,3,211,15,1,0
44,0,1,1,4,95,18,1,0
59,1,1,1,2,86,8,1,0
68,1,0,1,3,109,20,0,0
50,1,1,1,4,140,9,1,0
56,1,1,1,5,130,15,0,1
45,1,1,0,2,101,20,0,1
50,1,1,1,2,238,8,1,0
64,1,1,1,3,80,20,0,1
53,0,1,1,4,47,8,0,0
39,1,0,0,1,62,18,1,0
53,1,1,0,1,40,10,1,0
44,1,1,1,5,216,15,0,0
45,1,1,0,2,34,16,1,1
47,1,1,1,5,125,12,1,0
41,1,1,0,2,26,18,0,1
60,0,1,1,7,64,20,1,0
33,1,0,0,3,221,15,1,0
46,1,1,1,5,83,15,0,1
47,1,1,1,6,195,12,1,0
59,1,1,1,3,38,16,0,1
58,1,1,1,4,107,20,0,1
46,1,1,1,2,161,18,0,1
70,1,1,1,3,18,20,0,1
53,1,1,1,4,227,15,0,0
39,0,0,1,5,159,12,0,0
55,1,1,1,4,112.5,8,1,0
50,1,1,1,2,104,8,1,0
57,1,1,1,3,38.5,20,1,0
34,1,1,1,3,152,12,1,0
55,0,1,0,4,160,15,0,1
41,1,0,0,1,76,15,1,1
62,0,1,1,3,87,20,1,0
55,1,1,1,3,92,20,0,1
47,1,1,1,2,75,18,1,1
48,0,1,1,5,47,12,0,0
50,1,1,1,4,195,18,1,0
34,1,1,1,5,115,15,0,1
51,1,1,1,2,54,16,1,1
38,1,1,0,4,13.5,9,0,0
36,1,1,1,2,69,15,0,1
53,0,1,0,2,85,8,0,0
49,1,1,0,1,160,20,1,0
51,0,0,1,2,168,18,1,0
38,1,1,1,4,156,15,1,1
52,1,0,1,4,116,15,1,1
38,1,0,1,7,210,18,0,0
46,1,1,1,4,240,12,0,0
42,0,1,1,2,70,8,1,0
48,0,1,1,2,86,20,0,1
65,1,1,1,4,116,20,1,0
48,1,1,1,3,65.5,8,1,0
65,1,0,1,2,43,10,0,0
55,0,1,1,3,234,20,0,1
42,1,1,0,3,28,15,1,1
58,1,1,1,2,55,18,0,1
77,1,1,1,4,63,13,1,1
51,1,1,1,4,119,15,1,1
46,1,1,1,6,49,15,0,1
63,1,1,1,6,69,8,0,0
46,0,1,1,4,9,8,1,0
70,1,0,1,5,82,20,1,0
57,1,1,1,3,64.5,20,1,0
49,1,1,0,1,22,15,1,1
35,1,1,0,4,119,8,1,0
28,1,0,1,7,450,12,0,0
45,1,1,1,6,120,12,0,0
47,1,1,1,7,522,18,0,0
52,0,1,0,1,63.5,8,1,0
65,1,0,1,3,104,20,0,0
66,1,0,1,3,39,20,1,0
39,1,0,1,3,327,15,0,0
40,1,1,1,4,105,15,1,1
35,1,1,1,5,123.5,8,0,0
40,1,1,1,7,133,15,1,1
41,1,0,1,4,198,15,1,0
51,1,1,1,2,108.5,18,0,1
64,1,1,1,2,20,8,1,0
38,1,1,1,4,74,12,1,1
45,1,1,1,4,14,15,0,1
52,1,1,1,5,136,13,1,1
39,1,1,1,4,111,18,1,0
42,1,1,1,5,163.5,8,1,0
47,1,0,1,2,92,20,0,0
51,1,1,0,4,41,15,0,1
33,1,1,1,5,128,18,0,1
39,1,0,1,4,205,15,1,0
35,1,1,1,6,67,12,0,1
61,1,1,1,2,35,20,0,1
43,1,1,0,2,108,18,0,1
53,1,1,1,5,124.5,8,0,0
69,1,1,0,4,97,20,1,0
41,1,1,1,3,109,12,1,0
51,1,0,1,7,123,12,1,1
58,1,1,0,1,50,20,0,1
39,1,1,1,6,197,12,0,0
54,1,1,1,2,50,15,0,1
53,1,1,0,1,62,20,0,1
54,1,1,0,2,120,12,1,0
35,0,1,0,4,83,8,1,1
50,0,0,0,1,85,18,0,0
38,1,1,1,3,63,18,1,0
61,1,0,0,1,69,20,0,0
43,1,1,1,3,62,20,1,0
43,0,0,1,7,135,15,1,1
37,1,1,1,5,128,15,0,1
48,1,0,0,4,67,13,0,1
41,1,1,1,5,122,15,1,1
53,1,0,1,5,66,12,1,0
73,1,1,1,2,189.5,20,1,0
59,0,1,0,1,52,8,1,0
59,1,1,0,1,11,20,0,1
61,1,0,1,2,83,20,1,0
64,1,1,0,1,20,20,1,0
49,1,1,1,3,70,20,1,0
49,1,0,1,2,86,20,0,0
63,1,0,0,3,91,20,0,0
53,0,0,1,6,111,13,0,1
55,1,1,1,3,73,20,1,0
57,1,0,1,5,63,16,0,1
62,1,1,1,3,173,13,1,1
53,1,0,1,5,247,13,1,0
48,1,1,1,2,160,20,0,1
51,1,0,1,6,36,16,1,1
37,1,0,1,5,122,15,1,1
41,1,1,1,7,138,15,0,1
54,1,1,1,5,150,18,1,0
65,1,1,1,2,94.5,8,1,0
46,0,1,1,2,67,8,1,0
39,1,1,1,4,251,8,1,0
63,1,1,1,5,131,16,0,1
49,0,1,1,3,58,8,0,0
29,1,1,1,6,245,15,1,0
64,1,0,0,2,56,20,0,0
71,1,1,0,1,14,20,1,0
38,1,1,1,7,126,15,1,1
40,0,1,0,3,15,18,0,1
41,1,1,0,1,41,15,1,1
48,1,1,1,5,95,18,0,1
31,1,1,1,6,204,15,1,0
30,1,1,1,3,39,12,0,0
39,1,1,1,4,87,15,0,1
42,1,1,1,7,26,15,1,1
47,1,1,1,3,174,15,1,1
41,1,1,1,4,69,8,0,0
36,1,1,1,3,120,15,1,1
46,1,1,0,3,102,8,1,0
38,1,1,1,2,201,18,1,0
46,1,0,1,4,122,8,1,0
65,1,1,0,1,216,20,0,1
61,1,1,0,1,29,10,0,0
53,1,1,1,4,114,18,1,0
67,1,1,0,1,101,20,0,1
50,1,1,1,3,128,18,1,0
43,1,1,0,3,4,18,1,0
46,1,0,0,3,28,20,0,0
35,1,1,1,4,110,15,0,1
42,0,1,1,5,56,12,1,0
36,1,1,0,1,66,15,0,1
61,1,1,1,4,48,16,1,1
46,0,1,0,1,77,8,0,0
53,1,1,0,2,6,8,0,0
71,1,0,1,2,46,20,1,0
48,0,1,0,1,146.5,8,0,0
54,1,0,1,2,155,20,1,0
46,1,1,1,2,73,18,0,1
39,1,1,1,4,63,8,0,0
57,0,1,1,4,73,20,1,0
58,0,0,0,2,10,10,0,0
43,1,1,1,3,80,20,0,1
55,0,0,0,1,147,8,1,0
41,1,1,0,1,79,18,0,1
69,1,1,0,1,11,8,1,0
60,1,1,1,2,32,20,1,0
39,1,1,1,4,104,18,0,1
50,1,1,1,6,95,12,0,0
49,1,1,1,4,121,8,1,0
50,1,1,1,3,110,15,1,1
57,1,1,1,4,70,20,0,1
59,1,0,1,2,119,20,1,0
72,1,0,0,3,62.5,8,0,0
55,1,1,1,5,157,16,1,1
47,1,1,1,4,115,18,1,0
37,1,1,1,6,188,15,0,0
54,1,1,0,1,81,13,1,1
44,1,1,1,5,107,8,1,0
42,0,1,1,3,87,18,1,0
42,0,1,1,4,182,12,1,0
64,1,1,1,2,160,16,1,1
38,1,1,1,4,68,12,0,0
39,1,1,1,3,188,18,1,0
63,1,0,1,3,36,20,0,0
59,1,1,1,5,233,20,1,0
45,1,0,1,2,85,18,1,0
53,1,1,1,2,125,16,1,1
54,0,1,1,2,109,16,1,1
60,1,1,1,4,90,20,0,1
52,1,0,1,5,247,18,0,0
55,1,0,1,3,16,20,1,0
51,1,1,1,5,175,18,0,1
56,1,0,1,3,13,8,0,0
53,1,1,1,4,167,18,1,0
47,1,1,1,4,69,15,1,1
39,1,1,0,1,30,18,0,1
43,0,0,1,3,57,13,1,1
42,1,1,1,6,86,12,1,0
41,1,1,1,5,201,8,1,0
34,1,1,1,7,201,12,0,0
34,1,0,0,1,45,15,0,1
43,1,1,1,5,104,15,1,1
51,1,1,0,1,56,8,0,0
54,1,1,1,5,21,13,1,1
57,1,1,0,1,94.5,20,0,1
59,1,0,0,3,114,18,0,0
48,1,1,1,4,130,18,1,0
50,1,1,0,1,147,18,1,0
66,1,0,1,2,7,16,1,1
43,1,1,1,2,78,20,0,1
33,1,1,1,3,84.5,15,0,1
50,1,1,1,3,150,12,0,0
44,1,1,1,4,86,20,1,0
55,1,1,1,5,146,15,1,1
46,1,1,1,2,160,15,0,1
50,1,1,1,4,140,18,1,0
44,1,1,1,4,116,16,1,1
44,1,1,1,4,141,15,0,1
49,1,1,0,1,14,18,0,1
45,1,1,1,4,298,15,1,0
34,0,1,1,7,147,15,0,1
52,1,1,1,2,143,18,1,0
59,1,1,0,3,93,20,0,1
57,1,1,1,4,122,15,0,1
57,1,1,1,2,79,20,0,1
35,1,0,0,1,58,18,0,0
66,1,1,1,4,43,20,1,0
60,0,1,1,3,113,20,0,1
53,1,1,1,3,92,20,0,1
38,1,1,1,3,103,12,1,0
58,1,0,1,4,70,20,0,0
46,1,1,1,5,140,12,1,0
35,1,1,0,1,204,18,0,1
38,1,1,1,3,138,15,1,1
50,1,1,1,6,148,12,0,0
60,1,1,1,3,15,20,0,1
49,1,1,1,2,78,9,1,0
53,1,1,0,4,29,9,1,0
52,1,1,1,3,148,20,1,0
59,1,1,1,4,75,16,1,1
57,1,1,1,3,17,20,1,0
76,1,1,1,4,125,8,0,0
36,1,1,1,3,169,12,1,0
44,1,1,1,5,177,15,1,0
31,0,1,1,6,101,12,1,0
45,1,1,1,3,195,20,1,0
48,1,1,1,6,127,15,1,1
54,1,1,0,1,232,20,1,0
43,1,1,1,2,103.5,10,0,0
40,1,1,1,2,19,18,0,1
34,1,1,1,6,130,8,1,0
46,1,1,1,2,47,15,1,1
58,1,1,1,3,74,18,0,1
35,0,1,0,2,96.5,9,0,0
52,1,1,0,2,45,18,1,0
50,1,1,1,5,93,15,0,1
48,1,1,1,5,161,15,0,1
51,1,1,1,3,130,18,0,1
29,1,1,1,3,143,18,1,0
40,1,1,1,4,95,18,1,0
44,1,1,0,2,59,20,1,0
32,1,1,1,5,187,8,0,0
32,1,1,1,4,87,12,0,0
54,1,1,1,4,112,18,1,0
59,1,1,1,5,155,20,1,0
69,0,1,1,4,53,20,1,0
34,1,1,1,4,65,15,0,1
59,1,1,0,4,36,8,0,0
36,1,1,1,3,6,15,0,1
66,1,1,0,2,16,20,1,0
47,1,1,1,3,63,18,1,0
47,1,0,1,4,63,20,1,0
51,1,1,1,2,86,20,1,0
46,1,1,1,4,146,15,0,1
62,0,1,1,3,56.5,8,1,0
61,0,1,0,1,85.5,8,0,0
69,1,0,1,3,44,20,0,0
51,1,1,1,4,130,12,0,0
43,1,1,1,2,149,15,0,1
50,1,1,1,5,47,18,0,1
50,1,1,1,2,56.5,8,1,0
39,0,1,0,1,105,18,1,0
36,0,1,1,3,45,8,1,0
45,1,1,1,6,97,16,1,1
31,0,1,0,1,17,8,0,0
43,1,1,0,4,55,15,0,1
65,1,1,1,6,70,16,1,1
57,1,1,1,3,131,20,0,1
36,1,1,1,3,270,8,1,0
45,1,0,1,4,128,18,0,0
53,0,1,1,2,163,15,0,1
60,1,1,0,1,74,8,0,0
43,0,1,1,5,91,20,0,1
35,1,1,0,4,32,18,0,1
48,1,1,1,3,276,15,1,0
52,1,1,1,3,64,18,1,0
58,1,0,1,4,151,16,1,1
54,1,1,0,1,23,8,0,0
45,1,0,1,2,157,16,0,1
43,1,0,1,3,153,12,1,0
39,1,1,1,5,136,18,1,0
72,1,1,1,3,125,20,0,1
43,1,1,1,5,32,13,1,1
54,1,1,1,4,171,20,1,0
57,1,1,0,2,5,12,1,0
60,1,1,0,1,145,20,0,1
40,1,1,1,3,147,9,1,0
42,1,1,1,2,124,15,0,1
46,1,0,0,1,56,18,0,0
39,0,1,1,3,180,18,1,0
45,0,1,1,2,59,8,0,0
67,1,0,0,1,111.5,13,1,1
52,1,1,1,4,352,15,1,0
40,1,1,1,2,78,12,1,0
45,1,0,1,5,113,20,0,0
42,1,1,1,4,246,8,0,0
54,1,0,1,3,96,18,0,0
70,1,1,1,2,47,20,0,1
45,1,1,0,1,60,18,1,0
47,1,1,1,6,159,15,1,1
57,1,0,1,4,123,20,0,0
68,1,1,1,3,171.5,20,0,1
44,1,1,0,5,19,18,1,0
57,1,1,1,2,215,20,1,0
39,1,1,1,3,132,8,1,0
60,1,1,0,4,18,16,0,1
42,1,1,1,4,133,18,1,0
34,1,1,1,3,154,15,0,1
62,1,0,1,3,110,20,1,0
47,1,0,1,5,91,20,0,0
52,1,1,0,1,73,20,1,0
34,1,1,0,2,25,15,0,1
50,1,1,1,6,9,8,1,0
60,1,1,1,4,42,8,1,0
52,1,1,0,1,27,13,0,1
49,1,1,1,2,95,20,0,1
53,1,0,1,4,280,20,1,0
33,1,1,0,1,104,15,1,1
47,1,1,1,2,150,15,0,1
65,0,1,0,1,119,20,1,0
43,1,1,1,2,35,8,0,0
51,1,1,1,6,141,18,1,0
47,1,0,1,3,101,15,0,1
37,1,1,1,4,174,18,1,0
46,0,1,1,4,147,8,1,0
55,1,0,1,3,164,18,0,0
42,1,1,0,1,6,18,1,0
64,1,1,1,3,134,13,1,1
57,0,0,1,3,98,8,0,0
42,1,1,1,4,106,13,0,1
53,1,1,0,1,185,9,0,0
75,1,1,0,2,107,20,1,0
44,1,1,1,4,312,15,0,0
50,1,1,1,2,6,20,1,0
56,1,1,1,3,96,20,0,1
42,1,1,1,4,98,12,1,1
38,1,1,1,5,114,12,0,0
54,1,1,1,6,120,12,1,0
42,1,1,1,3,104,20,0,1
55,1,1,1,2,94,16,0,1
58,1,1,1,5,80,18,1,0
52,1,1,1,5,22,15,1,1
43,1,0,1,3,93,18,1,0
66,1,1,0,1,30,8,1,0
54,1,0,1,6,82,18,0,0
59,1,0,1,2,67,20,0,0
56,1,0,0,2,118,18,1,0
51,1,0,1,4,143,15,1,1
50,1,1,0,2,64,18,0,1
46,1,1,0,2,83,20,0,1
30,1,1,1,3,31,18,0,1
45,1,1,1,5,180,8,0,0
69,1,1,0,2,57,20,1,0
74,1,1,1,3,40,16,0,1
45,1,0,1,6,146,12,1,0
42,1,0,1,3,112,15,0,1
58,1,1,1,3,14.5,20,1,0
36,1,0,1,3,165,15,0,1
52,1,1,1,2,39,16,1,1
55,1,0,0,1,10,8,0,0
42,1,1,1,2,95,18,0,1
56,0,0,1,2,25,8,0,0
46,1,0,0,5,8,8,0,0
44,1,1,1,4,380,18,0,0
33,1,1,1,2,80,15,0,1
42,1,0,0,2,52,15,1,1
53,0,0,0,1,84,20,1,0
34,0,0,0,1,82.5,8,0,0
46,1,1,0,1,156,20,1,0
30,1,1,1,6,257,8,0,0
31,1,1,0,4,53,8,1,0
46,1,1,1,4,111,18,1,0
50,1,1,1,4,111,20,0,1
56,0,1,1,3,37,8,0,0
50,0,1,1,4,106,20,0,1
50,0,1,1,2,99,18,1,0
46,1,1,0,1,69,20,0,1
43,1,1,1,4,162,18,1,0
42,1,1,1,5,174,12,1,0
41,1,0,1,4,104,20,0,0
51,1,0,0,1,91.5,20,0,0
54,1,1,1,6,148,9,1,0
68,1,1,1,6,106,20,0,1
41,1,0,1,2,34,8,1,0
46,1,1,0,2,72,20,0,1
49,1,1,1,3,549,20,1,0
63,0,1,1,4,162,8,1,0
51,0,1,0,2,61.5,20,1,0
55,1,1,1,6,107,18,0,1
75,1,1,1,2,147,20,1,0
38,1,1,1,4,127,18,1,0
50,1,1,1,5,94,8,1,0
30,1,1,1,4,161,15,0,1
48,1,1,1,2,124,20,1,0
54,1,1,1,6,74,13,1,1
46,1,1,1,3,72,12,1,0
29,1,1,1,2,248,18,1,0
38,1,1,1,4,49,12,0,0
43,1,1,0,1,36,10,1,1
48,1,1,1,3,103,18,1,1
44,1,1,1,4,5,8,1,0
45,1,1,1,2,152,20,1,0
53,1,1,1,4,47,8,0,0
33,1,1,1,5,150,15,0,1
39,1,1,1,4,31,15,1,1
32,1,1,1,5,120,15,1,1
30,1,0,1,2,50,8,1,0
55,1,1,1,4,13,20,1,0
45,0,0,1,2,36,10,1,0
49,1,1,1,3,55,20,0,1
52,0,1,1,3,158,15,1,1
40,1,1,0,1,68,18,0,1
57,0,1,1,6,84,20,1,0
60,1,0,0,4,70,20,0,0
47,1,1,0,1,49,18,0,1
44,1,0,1,7,154,15,1,1
49,1,0,1,5,99,18,1,0
32,1,1,1,6,97,15,0,1
46,1,1,1,3,48,15,1,1
58,1,1,1,3,66.5,8,0,0
55,1,1,0,5,117,13,1,1
51,1,1,0,1,200,20,1,0
36,1,1,1,5,262,18,1,0
41,1,1,1,2,166,18,0,1
49,1,1,1,2,199,18,0,1
62,1,1,0,2,21,8,0,0
74,0,1,1,2,130,10,1,0
49,1,1,0,4,139,20,1,0
67,0,1,1,5,129,8,0,1
52,1,1,1,2,159.5,18,0,1
47,0,1,1,3,83,8,0,0
47,1,1,1,3,121,20,0,1
54,0,1,0,1,36,10,0,0
60,1,1,1,2,40,20,0,1
62,1,1,1,5,66,8,0,0
35,0,0,0,1,87,15,1,1
36,1,1,0,4,99,12,0,0
56,1,0,1,4,149,13,0,1
48,0,1,1,2,172,20,1,0
43,1,1,1,4,31,13,1,1
36,1,0,1,4,84,18,1,0
33,1,1,1,2,105,18,0,1
56,1,1,1,5,83,9,0,0
53,1,0,1,4,60,20,0,0
40,1,1,1,2,22,16,0,1
33,1,0,1,5,361,15,0,0
48,1,1,1,3,84,9,0,0
45,1,1,1,4,122,18,0,1
39,1,1,1,3,116,18,0,1
29,1,1,1,5,280,15,1,0
34,1,1,1,4,214,18,0,1
54,1,1,0,4,121,18,0,1
44,1,1,0,4,51,12,1,0
29,1,1,1,3,76,12,0,0
44,0,1,1,3,40,8,0,0
64,1,1,1,5,159,8,0,0
74,1,1,1,3,19,20,1,0
47,1,0,0,1,69.5,20,0,0
67,1,1,1,4,115,20,0,1
45,1,1,1,3,39,15,0,1
40,1,1,1,2,43,15,1,1
52,1,1,1,2,87.5,20,1,0
71,0,1,0,2,118,13,1,1
56,1,1,0,3,45,15,0,1
68,1,0,1,4,81,16,1,1
55,1,1,1,6,72,13,0,1
70,1,0,0,1,8,20,1,0
53,1,0,1,3,134,15,1,1
56,1,1,1,5,72,18,0,1
45,0,1,0,1,116,12,1,0
62,1,1,1,3,76,20,0,1
44,1,1,1,6,83,20,1,0
34,1,1,1,3,168,15,0,1
34,1,0,1,6,74,18,0,0
38,1,1,0,1,187,15,0,0
44,1,1,1,7,22,13,1,1
46,1,1,1,3,183,20,1,0
40,1,1,1,2,253,20,1,0
67,1,0,1,3,138,20,1,0
65,0,1,1,2,38,8,1,0
60,1,1,0,1,33,8,0,0
35,1,1,1,5,67,12,0,0
56,1,1,0,4,42,20,0,1
36,1,1,1,5,141,15,0,1
30,1,1,1,5,89,8,1,0
33,1,1,1,5,135,12,0,0
49,1,1,1,7,238,15,1,0
48,1,1,1,3,74,12,0,0
39,1,1,1,3,87,18,0,1
36,0,0,1,6,126,15,1,1
43,1,1,1,4,150,18,1,0
45,1,1,1,7,93,15,0,1
54,1,1,1,3,135,18,1,0
49,1,1,1,3,198,16,0,0
45,1,1,1,6,149,15,1,1
42,0,1,0,3,15,12,0,0
36,1,1,1,5,106,12,0,0
31,1,1,1,7,133,15,0,1
47,0,0,1,5,157,15,1,1
56,1,1,1,4,113,20,0,1
41,1,1,1,2,105,15,1,1
54,1,1,1,2,81,20,1,0
58,1,1,0,3,102,9,1,0
53,0,1,1,2,105,8,1,0
53,1,0,1,3,75,16,0,1
42,1,1,1,2,33,8,1,0
37,1,1,1,4,159,12,1,0
66,0,1,1,2,113,20,0,1
38,1,1,1,3,95,9,1,0
34,1,1,1,6,99,15,0,1
64,0,1,1,2,39,10,1,0
52,1,1,1,6,135,9,0,0
45,1,1,1,4,186,15,0,0
55,1,1,1,2,101,20,1,0
55,1,1,1,6,169,12,0,0
45,0,1,1,5,68,8,1,0
42,1,0,0,1,141,20,0,0
35,1,1,1,5,110,12,0,0
36,1,1,1,4,150,15,1,1
59,1,1,1,6,59,8,1,0
43,1,1,1,5,172,15,1,1
40,1,1,1,4,141,15,1,1
49,1,1,1,3,258,20,1,0
37,1,1,1,7,265,8,0,0
49,1,0,0,5,4,20,1,0
36,1,1,1,3,92,9,0,0
38,1,0,1,2,139,18,1,0
56,1,1,1,2,74,20,1,0
69,1,0,1,5,93,20,0,0
47,1,1,0,4,26,12,0,0
54,1,1,1,3,30,8,0,0
50,1,1,1,6,233,18,1,0
44,1,1,1,6,123,15,0,1
45,1,0,0,1,199,18,0,0
49,1,1,1,2,15,15,0,1
57,1,1,1,5,46,20,0,1
44,1,1,1,5,136,20,0,1
48,1,1,1,5,23,15,1,1
49,0,1,1,4,102,20,0,1
51,1,1,0,1,104,20,0,1
45,1,1,0,1,5,18,1,1
62,1,1,1,5,40,8,1,0
44,1,1,1,5,65.5,15,0,1
63,1,1,1,4,12,13,1,1
54,1,1,1,3,54,20,1,0
55,1,1,1,5,36,8,1,0
59,1,0,0,1,105.5,10,0,0
72,1,1,1,4,9,20,0,1
44,1,1,1,3,195,15,0,0
58,1,1,1,4,5,20,1,0
43,1,1,1,5,204,15,1,0
30,1,1,1,4,92,15,1,1
62,1,1,1,5,113.5,16,0,1
50,1,1,1,6,108,16,0,1
59,1,1,0,1,171,20,1,0
29,1,0,1,2,166,15,1,1
38,0,0,1,5,183,15,0,0
34,1,0,1,4,83,15,1,1
31,0,0,1,6,135,15,0,1
53,1,1,0,2,52,20,0,1
46,1,1,1,2,6,20,1,0
43,0,0,0,2,38.5,16,0,1
47,1,1,1,2,152,15,1,1
50,1,1,1,5,117,18,1,0
57,1,1,1,2,81,20,1,0
59,1,1,1,3,99,16,0,1
69,1,0,0,3,33,20,1,0
47,0,0,1,2,377,15,1,0
50,1,1,0,1,101,20,0,1
49,1,1,1,4,42,18,1,0
48,1,1,1,6,121,15,1,1
41,1,1,1,3,55,18,0,1
42,1,1,1,3,86,18,0,1
53,1,1,1,5,139,15,0,1
63,1,0,1,5,129,13,0,1
64,1,0,0,1,134,16,1,1
43,1,1,0,1,65,9,1,0
40,0,1,1,2,70,8,1,0
52,1,1,1,3,89,8,1,0
58,1,1,1,2,82,20,0,1
41,1,0,1,2,147,18,0,0
59,0,0,0,1,123.5,8,0,0
42,1,0,0,1,31,18,1,0
58,0,1,0,1,93.5,8,0,0
29,1,1,1,3,306,15,0,0
31,1,1,1,7,160,15,1,1
45,1,1,1,5,67,15,1,1
54,1,1,0,1,249,18,0,1
75,1,1,0,1,62,20,1,0
51,1,1,0,3,59,8,1,0
41,1,1,0,1,130,20,1,0
53,1,1,0,2,44,18,1,0
41,1,1,0,3,60,18,0,1
42,1,1,1,3,85,15,1,1
38,1,1,0,2,16,8,0,0
45,1,1,1,3,108,15,1,1
33,1,1,1,3,59.5,8,1,0
51,1,1,1,6,152,12,1,0
35,1,1,0,1,92.5,9,1,0
43,1,0,1,6,169,15,0,1
46,1,1,1,2,63,18,1,0
37,1,1,1,2,147,18,1,0
47,1,0,1,4,184,18,0,0
31,1,1,1,2,142,15,0,1
47,1,1,0,1,26,15,1,1
44,1,1,1,2,102,15,1,1
63,1,1,1,3,283,16,1,0
50,1,1,1,3,116,20,1,0
59,1,1,1,3,71,20,0,1
31,1,1,0,2,117,18,1,0
56,1,1,1,2,142,13,0,1
50,1,0,1,4,170,15,0,1
58,1,0,1,5,130,20,1,0
59,0,1,0,3,25,8,0,0
36,1,1,1,5,101,9,0,0
50,1,1,1,6,94,16,1,1
48,1,0,1,4,93,20,0,0
50,1,1,1,3,81.5,10,1,0
73,1,0,0,4,64,20,1,0
46,0,0,1,3,172,15,0,1
38,1,1,1,5,95,8,1,0
51,1,1,1,4,53,18,1,0
67,1,1,0,1,100,20,1,0
46,1,1,1,5,83,15,0,1
52,1,1,0,1,40,13,1,1
70,1,1,1,4,87,20,0,1
37,1,1,1,5,217,15,0,0
51,1,0,1,4,38,13,0,1
53,1,1,0,2,47,18,1,0
56,1,1,1,2,114,9,0,0
44,1,0,1,5,104,18,0,0
55,1,1,1,5,209,20,0,1
60,1,0,0,1,55,20,0,0
50,1,0,1,3,115,8,0,0
44,1,1,1,2,131,20,0,1
78,1,1,0,1,17,8,0,0
50,1,1,0,4,25,18,0,1
43,0,1,1,4,87,20,1,0
43,1,1,1,3,53,15,0,1
66,1,1,1,4,53,16,0,1
37,1,1,1,4,240,8,1,0
60,1,1,0,1,168,20,0,1
60,1,1,1,2,191,13,1,0
51,1,1,1,5,75,12,1,0
57,1,0,1,2,246,8,1,0
53,1,1,0,2,33,9,0,0
44,1,1,1,4,513,15,0,0
43,0,0,0,2,21,8,1,0
43,1,1,1,4,109,18,1,0
60,1,1,1,2,139,20,1,0
48,1,0,0,3,122,16,0,1
46,1,1,1,6,78,20,1,0
38,1,1,0,3,119,18,1,0
56,1,1,1,2,29,18,0,1
46,1,1,1,3,159,20,1,0
43,1,0,1,3,86,15,0,1
49,0,1,0,4,47,8,1,0
36,1,1,0,1,46,15,0,1
53,1,0,1,2,89.5,13,0,1
58,1,1,0,1,140,8,1,0
48,1,1,0,1,127,18,0,1
40,0,1,0,4,32,8,0,0
46,1,0,1,4,93,15,1,1
70,1,0,0,3,61,13,0,1
46,1,1,0,1,200,15,1,0
68,1,0,0,1,15,20,0,0
44,1,0,1,5,179,12,0,0
33,0,0,1,5,84.5,15,0,1
44,1,0,1,3,151,18,1,0
40,0,1,0,1,52,15,0,1
60,1,1,0,5,94,20,0,1
75,1,0,0,2,90.5,10,1,0
31,1,1,0,1,79,18,1,0
56,1,1,1,3,132,12,1,0
48,1,0,1,5,235,12,1,0
44,1,1,1,2,210,13,0,0
41,1,1,1,4,118,8,1,0
59,1,1,1,3,45.5,10,1,0
50,0,1,0,4,128,18,1,0
55,1,1,0,2,56,8,1,0
56,1,1,1,3,132,13,0,1
51,0,1,1,4,113,8,1,0
41,1,1,1,3,140,15,1,1
35,1,1,0,1,61,8,1,0
35,1,1,0,1,57.5,8,1,0
